"","goAcc","Protein_ID","GO_terms"
"15084","GO:0008152","534732","metabolic process"
"15085","GO:0016301","534732","kinase activity"
"15086","GO:0016310","534732","phosphorylation"
"15087","GO:0016774","534732","phosphotransferase activity, carboxyl group as acceptor"
"15088","GO:0006082","534732","organic acid metabolic process"
"15089","GO:0008776","534732","acetate kinase activity"
"15090","GO:0004553","534772","hydrolase activity, hydrolyzing O-glycosyl compounds"
"15091","GO:0005975","534772","carbohydrate metabolic process"
"15092","GO:0004338","534772","glucan exo-1,3-beta-glucosidase activity"
"15093","GO:0003924","534821","GTPase activity"
"15094","GO:0005525","534821","GTP binding"
"15095","GO:0006118","534837","obsolete electron transport"
"15096","GO:0016491","534837","oxidoreductase activity"
"15097","GO:0020037","534837","heme binding"
"15098","GO:0046914","534837","transition metal ion binding"
"15099","GO:0010181","534837","FMN binding"
"15100","GO:0004460","534837","L-lactate dehydrogenase (cytochrome) activity"
"15101","GO:0003824","534887","catalytic activity"
"15102","GO:0008152","534887","metabolic process"
"15103","GO:0047369","534887","succinate-hydroxymethylglutarate CoA-transferase activity"
"15104","GO:0003934","534931","GTP cyclohydrolase I activity"
"15105","GO:0005737","534931","cytoplasm"
"15106","GO:0019438","534931","aromatic compound biosynthetic process"
"15107","GO:0005351","535023","carbohydrate:proton symporter activity"
"15108","GO:0008643","535023","carbohydrate transport"
"15109","GO:0016020","535023","membrane"
"15110","GO:0005215","535023","transporter activity"
"15111","GO:0006810","535023","transport"
"15112","GO:0016021","535023","membrane"
"15113","GO:0008270","535025","zinc ion binding"
"15114","GO:0016491","535025","oxidoreductase activity"
"15115","GO:0005315","535042","inorganic phosphate transmembrane transporter activity"
"15116","GO:0006817","535042","phosphate ion transport"
"15117","GO:0016021","535042","membrane"
"15118","GO:0005215","535042","transporter activity"
"15119","GO:0006810","535042","transport"
"15120","GO:0016020","535042","membrane"
"15121","GO:0006281","535146","DNA repair"
"15122","GO:0005622","535146","intracellular anatomical structure"
"15123","GO:0003720","535146","telomerase activity"
"15124","GO:0003724","535146","RNA helicase activity"
"15125","GO:0003887","535146","DNA-directed DNA polymerase activity"
"15126","GO:0003896","535146","DNA primase activity"
"15127","GO:0004779","535146","sulfate adenylyltransferase activity"
"15128","GO:0008192","535146","RNA guanylyltransferase activity"
"15129","GO:0008193","535146","tRNA guanylyltransferase activity"
"15130","GO:0008905","535146","obsolete mannose-phosphate guanylyltransferase activity"
"15131","GO:0033677","535146","DNA/RNA helicase activity"
"15132","GO:0043338","535146","CTP:2,3-di-O-geranylgeranyl-sn-glycero-1-phosphate cytidyltransferase activity"
"15133","GO:0043814","535146","phospholactate guanylyltransferase activity"
"15134","GO:0004655","535189","porphobilinogen synthase activity"
"15135","GO:0033014","535189","tetrapyrrole biosynthetic process"
"15136","GO:0046872","535189","metal ion binding"
"15137","GO:0000166","535231","nucleotide binding"
"15138","GO:0004812","535231","aminoacyl-tRNA ligase activity"
"15139","GO:0005524","535231","ATP binding"
"15140","GO:0005737","535231","cytoplasm"
"15141","GO:0006412","535231","translation"
"15142","GO:0006418","535231","tRNA aminoacylation for protein translation"
"15143","GO:0004825","535231","methionine-tRNA ligase activity"
"15144","GO:0006431","535231","methionyl-tRNA aminoacylation"
"15145","GO:0005524","535261","ATP binding"
"15146","GO:0006810","535261","transport"
"15147","GO:0015662","535261","P-type ion transporter activity"
"15148","GO:0016020","535261","membrane"
"15149","GO:0006812","535261","monoatomic cation transport"
"15150","GO:0005388","535261","P-type calcium transporter activity"
"15151","GO:0005509","535261","calcium ion binding"
"15152","GO:0006816","535261","calcium ion transport"
"15153","GO:0015085","535261","calcium ion transmembrane transporter activity"
"15154","GO:0016820","535261","ATPase-coupled transmembrane transporter activity"
"15155","GO:0043365","535304","[formate-C-acetyltransferase]-activating enzyme activity"
"15156","GO:0005509","535319","calcium ion binding"
"15157","GO:0005506","535319","iron ion binding"
"15158","GO:0006118","535319","obsolete electron transport"
"15159","GO:0016021","535319","membrane"
"15160","GO:0016491","535319","oxidoreductase activity"
"15161","GO:0050660","535319","flavin adenine dinucleotide binding"
"15162","GO:0003735","535398","structural constituent of ribosome"
"15163","GO:0005622","535398","intracellular anatomical structure"
"15164","GO:0005840","535398","ribosome"
"15165","GO:0006412","535398","translation"
"15166","GO:0005634","535399","nucleus"
"15167","GO:0005488","535839","binding"
"15168","GO:0003723","535902","RNA binding"
"15169","GO:0004525","535902","ribonuclease III activity"
"15170","GO:0006396","535902","RNA processing"
"15171","GO:0008152","536008","metabolic process"
"15172","GO:0016616","536008","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
"15173","GO:0051287","536008","NAD binding"
"15174","GO:0048037","536008","obsolete cofactor binding"
"15175","GO:0004617","536008","phosphoglycerate dehydrogenase activity"
"15176","GO:0006631","536277","fatty acid metabolic process"
"15177","GO:0016491","536277","oxidoreductase activity"
"15178","GO:0008691","536277","3-hydroxybutyryl-CoA dehydrogenase activity"
"15179","GO:0003824","536320","catalytic activity"
"15180","GO:0008152","536320","metabolic process"
"15181","GO:0047621","536320","acylpyruvate hydrolase activity"
"15182","GO:0000166","536397","nucleotide binding"
"15183","GO:0017111","536397","ribonucleoside triphosphate phosphatase activity"
"15184","GO:0005524","536397","ATP binding"
"15185","GO:0016887","536397","ATP hydrolysis activity"
"15186","GO:0005488","536397","binding"
"15187","GO:0004437","536568","obsolete inositol or phosphatidylinositol phosphatase activity"
"15188","GO:0046839","536568","phospholipid dephosphorylation"
"15189","GO:0004725","536568","protein tyrosine phosphatase activity"
"15190","GO:0016311","536568","dephosphorylation"
"15191","GO:0016791","536568","phosphatase activity"
"15192","GO:0001668","536568","phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity"
"15193","GO:0008138","536568","protein tyrosine/serine/threonine phosphatase activity"
"15194","GO:0008330","536568","protein tyrosine/threonine phosphatase activity"
"15195","GO:0008579","536568","JUN kinase phosphatase activity"
"15196","GO:0008969","536568","protein histidine phosphatase activity"
"15197","GO:0016312","536568","inositol bisphosphate phosphatase activity"
"15198","GO:0017017","536568","MAP kinase tyrosine/serine/threonine phosphatase activity"
"15199","GO:0017161","536568","inositol-1,3,4-trisphosphate 4-phosphatase activity"
"15200","GO:0019175","536568","alpha-ribazole phosphatase activity"
"15201","GO:0019178","536568","NADP phosphatase activity"
"15202","GO:0019198","536568","transmembrane receptor protein phosphatase activity"
"15203","GO:0030351","536568","inositol-1,3,4,5,6-pentakisphosphate 3-phosphatase activity"
"15204","GO:0030352","536568","inositol-1,4,5,6-tetrakisphosphate 6-phosphatase activity"
"15205","GO:0043726","536568","5-amino-6-(5-phosphoribitylamino)uracil phosphatase activity"
"15206","GO:0043812","536568","phosphatidylinositol-4-phosphate phosphatase activity"
"15207","GO:0043813","536568","phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity"
"15208","GO:0003700","536625","DNA-binding transcription factor activity"
"15209","GO:0005634","536625","nucleus"
"15210","GO:0006355","536625","regulation of DNA-templated transcription"
"15211","GO:0008270","536625","zinc ion binding"
"15212","GO:0003677","536625","DNA binding"
"15213","GO:0006350","536625","DNA-templated transcription"
"15214","GO:0003676","536650","nucleic acid binding"
"15215","GO:0005622","536650","intracellular anatomical structure"
"15216","GO:0008270","536650","zinc ion binding"
"15217","GO:0003676","536675","nucleic acid binding"
"15218","GO:0004386","536675","helicase activity"
"15219","GO:0005524","536675","ATP binding"
"15220","GO:0008026","536675","helicase activity"
"15221","GO:0008152","536759","metabolic process"
"15222","GO:0008484","536759","sulfuric ester hydrolase activity"
"15223","GO:0004065","536759","arylsulfatase activity"
"15224","GO:0018958","536759","phenol-containing compound metabolic process"
"15225","GO:0005524","536773","ATP binding"
"15226","GO:0006810","536773","transport"
"15227","GO:0015662","536773","P-type ion transporter activity"
"15228","GO:0016020","536773","membrane"
"15229","GO:0006812","536773","monoatomic cation transport"
"15230","GO:0005388","536773","P-type calcium transporter activity"
"15231","GO:0006816","536773","calcium ion transport"
"15232","GO:0016021","536773","membrane"
"15233","GO:0016820","536773","ATPase-coupled transmembrane transporter activity"
"15234","GO:0005351","536815","carbohydrate:proton symporter activity"
"15235","GO:0008643","536815","carbohydrate transport"
"15236","GO:0016020","536815","membrane"
"15237","GO:0005215","536815","transporter activity"
"15238","GO:0006810","536815","transport"
"15239","GO:0016021","536815","membrane"
"15240","GO:0043365","536825","[formate-C-acetyltransferase]-activating enzyme activity"
"15241","GO:0015109","536841","chromate transmembrane transporter activity"
"15242","GO:0015703","536841","chromate transport"
"15243","GO:0008270","536845","zinc ion binding"
"15244","GO:0016491","536845","oxidoreductase activity"
"15245","GO:0008106","536845","alcohol dehydrogenase (NADP+) activity"
"15246","GO:0015109","536851","chromate transmembrane transporter activity"
"15247","GO:0015703","536851","chromate transport"
"15248","GO:0006814","536853","sodium ion transport"
"15249","GO:0008508","536853","bile acid:sodium symporter activity"
"15250","GO:0016020","536853","membrane"
"15251","GO:0006814","536858","sodium ion transport"
"15252","GO:0008508","536858","bile acid:sodium symporter activity"
"15253","GO:0016020","536858","membrane"
"15254","GO:0005097","537018","GTPase activator activity"
"15255","GO:0005622","537018","intracellular anatomical structure"
"15256","GO:0032313","537018","regulation of GTPase activity"
"15257","GO:0003735","537040","structural constituent of ribosome"
"15258","GO:0005622","537040","intracellular anatomical structure"
"15259","GO:0005840","537040","ribosome"
"15260","GO:0006412","537040","translation"
"15261","GO:0006885","537100","regulation of pH"
"15262","GO:0015299","537100","obsolete solute:proton antiporter activity"
"15263","GO:0016021","537100","membrane"
"15264","GO:0004609","537158","phosphatidylserine decarboxylase activity"
"15265","GO:0008654","537158","phospholipid biosynthetic process"
"15266","GO:0016773","537197","phosphotransferase activity, alcohol group as acceptor"
"15267","GO:0005488","537197","binding"
"15268","GO:0004682","537197","obsolete protein kinase CK2 activity"
"15269","GO:0000166","537287","nucleotide binding"
"15270","GO:0004814","537287","arginine-tRNA ligase activity"
"15271","GO:0005524","537287","ATP binding"
"15272","GO:0005737","537287","cytoplasm"
"15273","GO:0006412","537287","translation"
"15274","GO:0006420","537287","arginyl-tRNA aminoacylation"
"15275","GO:0004812","537287","aminoacyl-tRNA ligase activity"
"15276","GO:0006418","537287","tRNA aminoacylation for protein translation"
"15277","GO:0003700","537324","DNA-binding transcription factor activity"
"15278","GO:0005634","537324","nucleus"
"15279","GO:0006355","537324","regulation of DNA-templated transcription"
"15280","GO:0043565","537324","sequence-specific DNA binding"
"15281","GO:0004375","537425","glycine dehydrogenase (decarboxylating) activity"
"15282","GO:0006544","537425","glycine metabolic process"
"15283","GO:0004374","537425","obsolete glycine cleavage system"
"15284","GO:0005515","537524","protein binding"
"15285","GO:0042147","537524","retrograde transport, endosome to Golgi"
"15286","GO:0005622","537590","intracellular anatomical structure"
"15287","GO:0003676","537608","nucleic acid binding"
"15288","GO:0008270","537608","zinc ion binding"
"15289","GO:0005634","537614","nucleus"
"15290","GO:0006355","537614","regulation of DNA-templated transcription"
"15291","GO:0003700","537663","DNA-binding transcription factor activity"
"15292","GO:0005634","537663","nucleus"
"15293","GO:0006355","537663","regulation of DNA-templated transcription"
"15294","GO:0008270","537663","zinc ion binding"
"15295","GO:0015986","537705","proton motive force-driven ATP synthesis"
"15296","GO:0016469","537705","proton-transporting two-sector ATPase complex"
"15297","GO:0046933","537705","proton-transporting ATP synthase activity, rotational mechanism"
"15298","GO:0046961","537705","proton-transporting ATPase activity, rotational mechanism"
"15299","GO:0004384","537712","obsolete membrane-associated guanylate kinase"
"15300","GO:0004385","537712","guanylate kinase activity"
"15301","GO:0016021","537724","membrane"
"15302","GO:0003824","537742","catalytic activity"
"15303","GO:0003824","537812","catalytic activity"
"15304","GO:0004081","537812","bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) activity"
